first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Tom,Cleverley,1,0,28,770,19,200.7,134.4,197.0,2,129,53.3,1,0,1,0.1,48
Ken,Sema,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47
Etienne,Capoue,0,4,76,2537,47,297.9,475.2,102.0,7,382,87.7,8,0,8,0.4,48
Nathaniel,Chalobah,0,1,33,884,14,114.2,155.2,53.0,2,129,32.0,2,0,1,0.2,44
Domingos,Quina,0,0,4,18,2,0.8,7.4,7.0,0,10,1.5,0,0,0,0.1,43
Craig,Dawson,2,0,57,1999,38,44.2,489.2,284.0,1,300,81.7,4,0,5,0.4,48
Danny,Welbeck,1,0,25,525,8,35.1,83.6,161.0,3,61,27.9,1,0,0,0.2,58
Heurelho da Silva,Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43
Ismaïla,Sarr,5,5,91,1663,24,299.8,335.4,545.0,5,242,118.1,6,0,1,1.7,61
Dimitri,Foulquier,0,0,1,57,6,1.0,8.0,0.0,0,12,1.0,0,0,0,0.2,39
Ayotomiwa,Dele-Bashiru,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
João Pedro,Junqueira de Jesus,0,0,1,16,1,1.8,0.2,0.0,0,2,0.2,0,0,0,0.0,49
Ignacio,Pussetto,0,0,6,67,3,5.0,29.4,2.0,0,20,3.6,0,0,1,0.0,46
Adalberto,Peñaranda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Aaron,Cresswell,3,0,69,2473,49,397.1,497.0,170.0,5,389,106.6,4,0,7,1.4,45
Angelo,Ogbonna,2,0,69,2430,41,36.6,499.4,164.0,0,389,69.9,6,0,4,0.9,45
Arthur,Masuaku,0,1,25,908,18,126.2,233.4,53.0,3,160,41.4,2,1,3,0.4,41
Pablo,Zabaleta,0,0,10,588,14,50.5,110.4,12.0,0,90,17.4,0,0,2,0.4,41
Ryan,Fredericks,0,2,62,2055,38,316.1,447.2,62.0,5,375,82.9,6,0,6,0.4,44
Issa,Diop,3,0,60,2405,51,41.9,547.6,204.0,2,356,79.5,3,0,8,2.1,43
Fabián,Balbuena,1,0,38,1172,24,18.5,267.2,149.0,3,204,43.5,3,0,2,0.3,43
Winston,Reid,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,39
Ben,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.2,40
Marko,Arnautovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,70
Javier,Hernández Balcázar,1,0,9,106,4,2.2,35.6,39.0,2,27,7.7,0,0,0,0.3,60
Alexandre Nascimento,Costa Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,43
Lukasz,Fabianski,0,0,69,1757,31,0.0,460.0,0.0,5,352,46.1,4,0,1,2.1,49
Michail,Antonio,4,4,69,1478,28,313.1,331.8,824.0,3,166,146.7,2,0,2,1.4,69
Felipe Anderson,Pereira Gomes,1,4,65,1490,27,414.7,377.2,355.0,1,296,114.8,7,0,1,2.5,66
Manuel,Lanzini,0,3,49,1347,29,453.5,217.2,269.0,3,232,94.0,2,0,1,0.7,61
Andriy,Yarmolenko,4,1,59,919,16,261.5,249.2,315.0,8,202,82.4,3,0,2,0.8,52
Robert,Snodgrass,5,5,87,1504,33,552.1,422.2,320.0,8,312,129.7,3,0,4,0.6,50
Jack,Wilshere,0,0,7,196,5,7.0,5.0,4.0,0,14,1.4,0,0,0,0.2,46
Declan,Rice,0,3,81,3060,59,300.5,602.2,227.0,4,520,112.9,6,0,6,1.5,47
Mark,Noble,4,2,88,2333,41,361.2,443.4,152.0,6,420,95.9,6,0,5,0.8,49
Carlos,Sánchez,0,0,7,112,2,3.7,8.4,0.0,0,20,1.1,0,0,0,0.4,43
Grady,Diangana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Pablo,Fornals,2,5,80,1857,33,337.5,322.4,370.0,4,298,103.0,4,0,3,0.3,60
Pedro,Obiang,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Roberto,Jimenez Gago,0,0,18,686,17,0.0,239.0,0.0,1,134,23.9,0,0,0,0.3,44
Sébastien,Haller,7,3,98,2172,40,347.3,439.0,981.0,11,318,176.0,5,0,1,2.1,68
Albian,Ajeti,0,0,9,132,3,22.9,5.2,47.0,0,16,7.3,0,0,0,0.0,56
David,Martin,0,0,20,435,6,0.0,112.0,0.0,2,86,11.2,2,0,1,3.2,39
Nathan,Holland,0,0,2,31,1,3.8,12.6,9.0,0,10,2.5,0,0,0,0.0,44
Joseph,Anang,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Jeremy,Ngakia,0,0,8,440,8,10.7,78.0,9.0,0,48,9.8,0,0,0,0.2,40
Gonçalo Bento,Soares Cardoso,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Bernardo,Costa Da Rosa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Darren,Randolph,0,0,3,180,5,0.0,49.6,0.0,0,27,4.9,0,0,0,0.1,40
Tomas,Soucek,2,0,26,679,15,54.1,181.6,232.0,2,100,46.9,0,0,0,0.2,48
Jarrod,Bowen,1,3,33,619,11,176.7,186.8,260.0,3,131,62.4,0,0,0,0.3,64
Alfie,Lewis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Matt,Doherty,4,6,145,2578,28,309.4,532.0,660.0,12,513,150.4,10,0,1,12.6,64
Jonathan,Castro Otto,1,3,103,2642,32,356.7,498.8,278.0,5,480,113.5,9,0,4,2.0,54
Conor,Coady,0,0,104,3060,37,68.4,510.8,0.0,7,584,57.9,11,0,4,2.3,51
Willy,Boly,0,1,82,1620,12,72.6,396.0,60.0,10,379,53.1,10,1,1,3.9,48
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,24,529,6,92.2,116.0,48.0,0,116,25.4,2,0,1,0.2,41
Romain,Saïss,2,2,94,2433,31,147.1,572.8,291.0,8,471,101.2,9,1,10,5.6,47
Max,Kilman,0,0,5,184,2,1.2,35.2,0.0,0,24,3.7,0,0,0,3.4,39
Raúl,Jiménez,15,6,170,2901,34,653.5,828.0,1519.0,28,613,299.5,12,0,3,33.6,82
Diogo,Jota,6,3,96,2066,26,418.6,411.0,1066.0,12,310,189.4,9,0,3,5.4,61
Rui Pedro,dos Santos Patrício,0,0,137,3060,37,0.0,696.2,0.0,8,608,69.8,11,0,0,10.4,53
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,42
Will,Norris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39
Rúben Diogo,da Silva Neves,2,1,82,2725,32,355.3,448.4,268.0,4,419,107.1,11,0,9,4.4,52
João Filipe Iria,Santos Moutinho,1,7,105,2882,35,1112.7,666.0,122.0,11,575,190.6,10,0,7,4.6,54
Morgan,Gibbs-White,0,1,11,125,2,44.1,6.6,12.0,0,39,6.3,0,0,0,0.1,47
Adama,Traoré,4,9,124,2364,32,710.1,688.2,533.0,14,502,193.2,6,0,0,16.2,57
Hélder,Costa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48
Ivan,Cavaleiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49
Leander,Dendoncker,3,0,86,2514,31,143.2,459.6,263.0,8,371,86.2,9,0,4,8.5,44
Jesús,Vallejo Lázaro,0,0,1,162,6,7.0,35.6,0.0,0,22,4.3,0,0,1,0.2,46
Patrick,Cutrone,2,0,23,292,6,35.6,85.2,155.0,0,69,27.5,1,0,0,0.4,54
Pedro,Lomba Neto,3,2,51,799,9,189.4,199.6,239.0,0,167,62.7,1,0,2,0.2,50
Bernard,Ashley-Seal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Taylor,Perry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Owen,Otasowie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Luke,Cundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Oskar,Buur,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Ryan,Giles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39
Bruno André,Cavaco Jordao,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Daniel,Castelo Podence,0,0,5,44,0,27.6,10.0,40.0,0,16,7.8,0,0,0,0.0,49
Leonardo,Campana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
